latitude,longitude,frp,confidence,industry_distance_km,forest_distance_km,persistence_days,night_flag,industrial_risk_label
20.33643,79.70871,76.1,52.2,5.9,19.5,2,0,0
22.80388,76.93857,20.2,85.9,4.24,6.83,2,0,0
20.29105,77.59726,6.0,61.2,11.9,1.4,0,0,0
23.28744,76.60966,64.8,56.0,0.65,11.91,1,1,0
22.82497,79.96993,10.6,67.3,3.82,2.31,0,0,0
20.3254,79.708,81.2,56.3,10.58,5.82,1,1,0
20.33935,78.15983,39.2,63.7,2.64,0.67,3,0,0
23.94656,79.36813,64.1,75.2,3.29,17.45,1,0,0
21.49708,78.08383,63.3,75.2,0.37,1.35,0,1,1
21.48257,78.49434,85.4,56.5,1.63,23.34,1,0,0
23.2512,76.3565,77.7,62.7,1.96,19.97,0,1,1
23.78899,79.02108,20.1,86.1,14.51,6.25,0,1,0
23.944,76.51085,41.1,77.4,1.66,13.64,1,0,1
23.01351,79.30427,64.1,100.0,3.09,9.66,0,0,0
21.50504,79.12811,128.4,87.7,5.56,16.25,2,0,0
20.334,78.83498,78.2,87.2,0.88,5.65,0,1,1
23.10859,76.14464,121.1,49.2,3.33,15.41,4,1,1
22.23362,77.21251,66.5,81.5,6.71,6.21,1,0,0
21.69689,77.05245,105.3,69.2,10.08,28.3,3,0,0
23.62542,77.44055,60.3,61.7,4.92,6.66,0,0,0
20.44479,76.35057,102.4,72.5,5.53,6.21,3,0,0
21.9705,79.74783,37.6,84.2,0.67,15.37,1,0,1
20.04541,78.21521,138.3,77.5,14.57,17.24,2,0,0
21.87464,77.2221,72.0,56.8,0.71,8.09,3,0,1
20.22521,77.58793,13.0,81.1,7.45,1.98,2,0,0
20.47527,77.78881,65.6,60.4,1.54,6.31,0,1,1
20.4701,78.40238,78.3,73.3,13.56,34.44,1,1,0
22.59684,78.06272,92.7,65.4,6.36,13.98,2,1,0
22.98418,79.67757,170.3,66.7,7.01,16.67,2,1,1
22.33348,77.98785,32.9,81.5,1.24,0.33,1,0,0
23.84869,79.96863,171.0,54.4,2.93,6.31,0,0,0
21.49948,79.4057,50.1,99.2,4.81,10.4,2,0,1
21.14285,76.83404,26.4,42.7,7.35,17.72,3,1,0
23.4744,79.72238,33.5,61.0,0.55,0.51,5,1,0
20.89438,76.46547,75.1,75.6,16.4,19.14,1,1,0
23.85289,79.2698,23.1,78.8,11.05,7.95,1,1,0
20.04862,77.52249,38.1,68.5,1.58,2.2,1,0,0
23.87952,79.5119,64.5,69.1,8.65,3.82,1,0,0
20.17264,79.47223,137.6,76.2,3.65,3.31,4,0,0
23.56457,79.2237,90.9,66.5,3.1,7.57,1,0,1
22.1108,79.16012,51.7,90.9,1.89,0.53,3,0,0
23.97186,77.21872,74.9,82.6,4.35,1.73,0,0,0
20.29519,76.32368,59.9,83.1,6.54,16.75,1,0,0
22.21542,77.61192,17.4,55.5,2.65,1.42,1,0,0
23.87721,76.6941,153.5,68.8,4.96,2.66,1,0,0
22.09239,78.7798,139.0,65.5,6.01,6.04,1,0,0
22.51759,77.3844,47.2,54.9,6.21,7.28,3,0,0
22.78299,79.90244,34.5,75.4,0.27,14.42,0,0,0
21.81816,78.56389,17.8,61.9,9.82,5.93,3,0,0
22.51023,79.28992,78.2,79.8,3.06,15.6,2,1,1
22.33726,76.5301,78.6,53.9,1.52,9.63,1,0,0
23.60463,79.44806,24.9,95.8,1.38,1.2,3,0,0
20.18179,79.69103,60.5,56.6,3.3,1.7,1,1,0
21.12385,77.94825,89.0,73.3,10.89,5.75,2,1,0
23.80165,78.42501,32.5,81.9,2.38,5.06,1,1,0
23.56106,79.05924,42.8,61.4,6.93,13.61,0,0,0
21.82263,76.69935,42.4,82.8,0.51,8.69,1,0,0
22.48053,78.01026,26.3,51.6,3.23,4.91,1,0,0
21.10952,77.59465,43.5,91.8,23.95,1.87,0,0,0
20.75248,76.5855,10.8,70.2,7.36,2.57,1,1,0
21.85479,77.47014,40.7,61.1,1.18,8.57,1,0,1
21.41341,76.27269,41.2,65.5,3.48,5.51,3,0,0
22.33462,76.10325,47.6,82.1,1.33,7.23,1,0,0
20.31094,76.54067,71.0,61.2,2.63,1.87,1,0,0
23.89758,79.85246,16.4,58.8,7.57,10.87,1,0,0
23.94484,78.19812,19.5,66.7,7.38,19.14,1,1,0
22.79265,79.86329,25.7,52.3,1.29,2.98,1,1,0
22.14439,77.72999,14.7,97.3,12.77,6.76,3,1,0
21.23811,77.24726,76.8,61.5,4.49,37.1,3,0,0
23.25518,78.02457,31.4,82.5,2.39,4.05,1,0,0
22.73892,77.75805,48.8,73.1,3.49,9.04,2,0,0
20.65047,76.42266,23.8,55.2,4.65,0.95,2,0,0
23.64371,78.56331,37.3,69.9,4.1,9.31,5,1,1
23.29015,76.86415,62.6,81.8,3.33,0.94,2,0,0
23.7992,78.47835,64.8,67.2,3.52,32.0,2,1,1
22.90288,78.6008,20.3,87.9,0.97,12.58,2,0,1
22.45366,76.6081,46.9,85.3,8.38,15.52,2,0,0
21.67297,76.2454,24.2,83.8,3.9,12.18,4,0,0
23.73091,79.12305,45.6,63.1,0.7,8.91,1,0,0
23.46426,77.8392,29.2,53.8,7.27,5.98,1,1,0
20.18087,76.23266,159.9,60.8,13.47,19.55,0,0,0
20.10547,79.97947,88.6,72.9,14.72,31.43,6,1,1
21.50585,76.23112,66.9,78.2,2.3,6.91,0,1,0
23.24221,78.78014,40.0,37.4,0.73,26.81,3,0,0
23.9491,79.93472,90.4,69.9,3.65,8.75,1,1,0
20.60167,76.95672,48.0,72.4,0.6,7.73,1,0,1
22.37652,76.569,149.3,65.8,13.59,6.06,0,0,0
21.52356,76.48554,96.6,89.4,1.01,2.35,1,1,1
23.87966,77.2131,37.1,76.3,1.46,0.1,1,1,0
23.36848,76.40418,138.2,89.7,2.61,2.76,1,0,0
23.35331,78.76865,40.1,66.8,2.42,7.13,2,0,0
21.87477,76.24917,165.9,84.1,7.92,4.78,3,0,0
21.65928,78.03769,143.1,94.5,3.05,5.95,0,0,0
21.09363,79.98679,62.3,89.7,0.94,39.45,2,0,1
20.2255,79.25588,11.3,53.6,1.55,4.31,2,1,1
23.45889,78.46088,58.9,66.2,3.56,6.02,2,0,0
23.2516,77.22501,18.4,64.8,0.8,1.43,1,0,0
23.99887,78.49558,30.0,77.3,4.73,0.49,1,0,0
23.98655,78.10817,31.9,80.3,4.17,14.93,0,0,0
22.22173,77.70433,18.3,57.4,6.27,8.46,3,0,0
23.07595,76.52284,59.0,71.0,13.88,14.3,1,0,0
23.77906,79.54642,27.0,39.7,12.17,1.62,1,1,0
23.39859,77.79914,41.6,91.6,14.6,8.48,4,0,0
20.98939,76.77849,32.1,62.3,1.4,2.93,2,0,0
21.80218,77.47104,71.2,70.8,0.71,2.59,6,1,1
20.51664,77.65652,67.6,65.4,1.8,0.12,1,0,0
23.8162,79.31015,39.0,87.2,11.27,1.4,1,0,0
22.4247,78.93446,73.7,27.4,17.89,3.7,2,0,0
20.91457,79.07722,114.3,69.8,9.81,1.24,2,0,0
22.6868,76.04413,4.9,68.4,0.58,42.59,1,0,0
22.47251,77.66462,30.6,63.2,14.73,3.69,2,0,0
21.43265,77.92538,21.8,95.9,2.75,1.4,3,1,0
20.45423,76.07677,28.3,56.7,0.05,2.22,2,1,1
22.68629,77.03925,3.8,81.6,2.92,8.86,0,0,0
22.08123,79.04116,4.6,75.3,0.24,0.66,1,0,0
23.08927,76.54844,33.0,88.9,3.92,19.84,1,0,0
22.08065,78.14124,32.3,60.0,2.07,32.57,1,0,0
23.40873,76.86081,125.3,59.0,3.21,2.83,0,0,0
22.20763,76.04848,55.7,86.4,4.75,5.98,1,0,0
22.24375,76.96481,72.4,76.4,10.16,0.22,2,0,0
23.50661,79.9035,408.3,46.8,5.42,10.24,1,1,1
21.61393,79.20615,151.0,61.9,2.85,5.34,1,0,1
20.53606,79.83831,48.3,75.8,8.56,3.15,1,1,0
20.11513,77.95142,35.3,82.6,11.8,2.32,2,1,0
23.02055,76.43894,31.0,59.8,0.64,10.61,0,0,0
22.48124,78.19184,63.9,26.3,3.8,5.38,0,1,0
22.81632,77.81751,35.6,77.8,1.67,1.98,0,1,0
20.85186,79.37743,17.8,51.7,0.24,11.68,2,0,0
20.54549,76.39233,32.0,39.7,5.52,8.33,1,0,0
20.05818,77.95296,65.2,27.5,9.93,19.57,2,0,0
21.40235,76.60019,81.5,82.2,0.89,1.25,0,1,0
22.35967,77.2987,161.2,71.9,8.37,15.4,1,0,0
21.56898,78.94943,53.9,66.6,9.6,11.19,2,0,0
21.7499,77.90407,118.9,90.8,12.29,1.22,3,0,0
23.61663,77.50355,42.8,79.6,1.54,11.87,3,0,0
21.39302,77.57791,47.6,94.2,11.71,5.83,2,0,0
22.05596,77.83779,45.6,49.1,1.93,29.0,0,1,0
23.13461,79.14007,58.8,69.5,4.02,1.53,1,0,0
21.58617,79.56834,91.8,45.7,0.26,10.3,3,1,1
22.48835,79.82134,34.4,66.6,0.22,4.81,2,1,1
23.44945,79.14761,22.9,66.3,6.37,31.42,0,0,0
23.79808,77.26163,96.9,79.4,2.94,4.0,2,0,0
20.58829,78.75254,92.2,70.7,1.48,32.75,4,1,1
23.70635,77.75041,131.5,79.4,1.06,23.18,3,1,1
21.96847,77.01868,30.1,80.6,5.54,3.15,1,0,0
21.03298,79.36349,41.6,100.0,0.05,16.27,3,0,1
21.83654,76.15371,99.4,65.3,8.2,50.0,0,0,0
23.92013,79.60705,34.0,55.9,0.41,2.91,3,1,1
21.97047,77.84591,79.1,73.7,1.06,5.74,1,1,1
21.31501,78.54881,43.0,58.0,2.44,7.34,1,0,0
22.5336,78.63742,63.6,92.2,3.32,3.49,4,1,0
20.96058,79.58047,17.4,65.8,2.19,0.15,2,0,0
20.30345,78.54668,53.4,61.5,1.93,2.49,5,1,0
20.51552,78.45573,112.8,62.9,16.61,3.31,3,0,0
20.51218,76.26661,86.6,80.8,5.13,5.86,2,0,1
20.60761,78.07363,21.5,67.6,0.12,1.88,0,0,0
20.55531,76.60068,152.8,60.4,2.81,20.66,2,0,1
22.5635,78.94974,108.1,95.0,10.4,12.2,2,0,0
20.72752,78.04889,18.2,57.2,1.79,0.89,1,0,0
21.38267,78.72091,32.2,70.5,0.5,10.5,3,0,0
23.58715,76.16669,19.2,79.8,7.1,10.6,1,0,0
21.89585,76.33917,64.9,45.5,4.66,31.29,0,0,0
22.67023,78.86529,31.0,77.2,4.22,0.1,3,1,0
20.68928,76.28834,6.5,54.2,0.28,2.85,4,1,1
20.76916,76.28503,47.4,82.3,0.76,26.28,1,0,0
20.16347,76.04843,94.3,55.6,4.87,26.9,1,0,0
20.67574,79.82601,54.2,80.4,1.16,12.75,3,0,1
21.11436,78.95003,74.1,86.6,3.51,14.51,0,1,0
20.70804,77.41301,58.1,82.9,3.94,0.96,1,1,0
20.35481,77.18614,84.1,73.8,1.67,7.21,5,0,0
20.48254,77.39881,62.0,66.5,14.82,2.63,0,1,0
21.84312,79.09861,45.4,61.4,9.24,2.0,2,1,0
20.82533,78.64548,53.7,92.1,6.41,16.62,0,1,0
21.45708,76.74078,134.7,59.5,0.41,1.45,1,0,0
22.01367,76.69644,77.1,54.4,0.56,6.32,4,0,0
22.76158,76.39358,21.5,80.0,3.39,27.9,4,0,0
20.15725,78.64121,53.1,58.1,0.88,2.06,0,0,0
23.19764,79.05749,64.1,55.7,19.14,38.16,7,0,0
22.5116,77.06019,44.2,48.3,0.86,50.0,2,0,0
20.32704,76.08378,6.5,62.8,3.34,8.11,2,0,0
23.49431,76.32869,23.5,68.8,2.26,1.87,1,0,0
23.68349,79.87144,35.6,73.6,5.1,3.8,3,0,0
20.24431,77.18178,164.5,84.3,0.69,5.53,0,0,1
21.10751,79.07689,71.3,77.9,2.81,3.7,1,1,0
23.22481,78.49865,10.8,67.1,1.61,3.29,0,1,1
22.99304,77.52776,46.5,67.0,10.94,35.84,1,0,0
20.73808,76.82275,120.9,77.7,0.21,1.66,0,0,0
20.8374,76.48555,30.6,89.1,12.25,13.22,0,0,0
21.48189,78.46005,102.0,71.9,8.95,0.1,0,0,0
21.93809,79.09854,11.2,63.0,1.77,9.07,3,1,0
22.47302,78.57562,2.0,55.1,7.79,24.76,1,0,0
21.47565,78.12121,112.4,48.3,0.16,3.4,2,0,0
21.85014,76.1678,34.1,80.0,17.04,2.05,1,1,0
22.98988,79.87396,36.4,78.7,3.74,10.55,1,0,0
20.14673,79.19486,57.7,78.7,1.81,12.47,1,0,0
21.00975,77.17129,69.5,68.1,2.25,11.65,1,0,0
22.8534,79.91988,2.3,91.1,0.34,3.85,1,0,0
23.58083,78.40753,28.6,62.7,22.71,2.91,5,0,0
22.04671,78.32969,52.3,84.3,0.2,31.22,0,0,1
22.12845,78.99229,69.4,69.4,5.32,25.68,1,0,1
20.42869,79.24708,21.2,60.9,2.92,6.11,1,1,1
21.78965,78.62591,42.4,78.9,14.87,18.72,2,0,0
22.13047,76.51238,30.6,76.1,1.41,6.02,1,1,1
20.96988,77.35307,59.2,75.4,3.8,5.52,1,0,0
21.07697,79.71233,109.7,71.2,3.29,1.71,3,0,0
21.50914,76.89846,38.1,69.4,6.07,5.56,1,0,0
20.08028,77.48867,13.5,100.0,0.35,7.71,0,0,1
21.28832,77.72831,27.2,87.8,1.08,0.23,1,0,0
20.84579,77.75762,151.8,80.8,1.21,5.87,1,0,1
21.30999,78.45176,23.6,71.7,6.7,15.2,3,1,1
20.47905,79.7723,16.4,85.1,1.05,11.4,1,0,1
23.56211,76.96277,36.2,77.8,4.26,10.08,2,0,0
22.37437,76.48601,46.5,70.4,1.21,24.03,2,1,1
22.71641,76.78988,32.2,65.4,9.89,0.18,0,0,0
23.15668,79.5477,11.3,68.8,14.25,8.14,2,0,0
21.99377,78.58324,63.5,22.4,3.65,15.48,0,1,0
20.34768,77.14363,59.2,73.2,2.17,7.79,0,0,0
22.14843,79.26379,81.9,62.7,1.33,3.91,1,0,0
22.34736,79.44548,58.3,93.9,0.26,1.46,2,0,0
22.98176,79.38606,143.6,70.3,1.56,21.85,3,0,1
21.72664,79.67571,86.4,52.2,5.31,6.36,2,0,0
20.51032,77.00896,74.6,69.3,3.81,21.05,1,0,0
21.1351,79.02017,112.4,54.3,14.42,8.82,1,1,0
21.45233,77.84216,55.6,77.1,2.52,11.21,2,1,0
22.58367,79.36799,43.1,74.4,5.92,16.31,0,0,0
22.28311,78.91396,63.0,84.4,3.36,10.76,2,0,1
21.42439,79.10579,6.1,58.1,3.59,5.08,3,1,0
23.94606,78.62465,55.8,70.5,1.56,7.21,2,0,0
22.4231,76.70972,46.4,49.5,3.03,16.25,2,0,0
20.94891,78.18011,68.1,80.5,3.18,4.68,0,0,0
20.40713,79.93868,102.2,77.8,6.13,4.91,0,1,0
20.61144,79.74955,76.2,77.4,14.12,1.01,2,0,0
20.98383,76.17269,27.3,70.0,2.0,24.6,0,1,1
20.64273,76.65926,91.0,76.2,0.22,0.95,5,0,0
20.74627,76.52692,145.0,94.1,3.43,10.45,0,0,0
21.14038,78.90392,104.0,65.7,3.93,5.33,0,0,0
20.69349,79.27114,14.8,72.1,0.92,5.2,2,0,0
23.58706,76.85405,75.6,53.7,7.15,11.38,2,1,1
20.32093,78.02341,17.2,57.0,20.97,0.69,0,1,0
22.09805,79.36281,39.8,71.5,14.57,9.01,1,0,0
21.64159,78.93121,66.6,86.6,1.1,14.79,2,1,1
23.92951,78.16895,60.4,66.2,10.41,17.61,2,1,0
20.44816,78.36139,102.6,66.5,6.1,1.87,2,0,0
21.59142,78.03344,145.4,63.9,3.02,22.77,1,0,1
23.87788,77.19019,71.5,62.0,3.89,10.68,4,0,0
23.46203,78.26009,37.4,74.4,9.47,21.36,4,0,0
23.26829,78.75554,6.5,47.5,3.27,6.64,0,0,0
21.03161,79.49329,120.4,89.2,2.34,7.81,1,0,1
20.68355,78.54517,46.6,60.0,3.4,25.14,0,0,0
22.67457,79.04449,48.6,80.8,4.33,23.02,1,1,1
23.7175,76.64029,51.6,51.0,1.05,5.94,2,1,1
22.22705,77.84623,69.2,80.0,11.56,3.21,3,0,0
22.28645,76.03733,70.7,80.1,5.61,5.0,0,0,0
21.11992,76.98672,40.3,75.8,5.02,4.91,1,0,0
23.07797,78.90585,46.3,55.1,0.52,3.38,4,0,1
20.74817,79.96724,30.1,73.7,4.63,3.13,2,0,0
21.29472,76.39671,27.3,52.3,0.64,19.74,2,0,0
21.70175,77.60598,27.2,66.2,0.41,0.72,4,0,0
22.03044,79.20028,45.8,85.4,3.75,11.32,1,0,1
20.96964,76.81614,22.7,82.0,2.58,1.9,2,0,1
20.45935,78.22034,2.0,70.2,4.44,4.22,2,0,0
22.44248,78.93229,36.8,55.4,0.47,0.64,3,1,1
21.15452,78.46394,15.8,79.7,2.82,3.15,0,1,0
22.32495,76.7521,54.4,70.3,0.96,14.63,1,0,1
20.61745,77.42154,30.0,35.2,21.75,21.63,1,0,0
21.92456,79.13517,69.8,81.7,4.12,2.5,2,0,0
22.13036,78.21691,17.3,69.6,5.81,6.23,0,0,0
20.20729,76.02092,8.2,88.0,1.97,6.35,2,0,0
21.34642,79.04396,46.4,53.6,0.5,20.68,2,0,1
20.53766,76.14125,35.6,22.3,18.62,14.39,1,1,0
20.2535,78.98294,14.4,74.2,1.69,7.2,2,0,0
23.95984,76.80992,86.5,74.4,2.76,11.11,2,1,1
21.28942,79.83229,20.4,44.6,5.25,18.8,1,0,0
23.2395,77.47176,26.2,55.3,0.13,0.1,2,0,0
21.01856,77.30773,98.1,100.0,8.31,5.16,1,0,0
22.72601,76.59555,72.7,65.4,3.85,23.78,2,0,0
23.04091,77.22242,18.3,81.0,1.63,13.48,0,0,0
22.38255,79.5066,38.3,60.2,0.32,7.83,0,0,1
21.8863,79.98534,16.5,38.6,0.89,7.54,0,0,0
21.64736,77.47324,93.2,67.4,11.27,4.27,0,0,0
21.39547,77.79444,93.2,66.0,5.79,7.35,1,0,0
23.71812,78.88828,159.6,64.0,1.44,10.65,3,1,1
23.32248,79.54478,200.7,68.3,0.34,5.42,1,0,1
23.86011,78.37218,29.7,74.0,5.87,12.52,2,0,0
20.49719,77.5661,83.0,67.7,4.25,19.75,0,0,0
22.92347,77.65049,6.8,51.0,2.59,1.68,1,1,0
23.75336,78.78247,57.5,77.3,2.26,6.01,2,0,0
20.72493,76.01287,68.4,40.8,1.22,5.24,0,0,0
20.26599,78.47836,21.4,39.2,5.54,11.63,2,0,0
22.96448,77.42197,28.1,81.1,17.65,2.88,2,0,0
22.29789,79.17679,93.6,77.6,0.97,10.22,0,0,0
23.36732,76.37196,69.6,69.1,4.55,21.0,1,1,0
20.55909,78.35281,146.4,49.1,2.76,5.42,2,1,1
23.18107,77.92389,135.2,59.4,2.96,24.19,3,0,0
20.80651,78.5693,9.4,66.1,1.47,49.86,2,0,1
20.65462,76.25941,32.3,46.1,8.72,1.12,1,0,0
20.65706,78.31994,19.4,58.9,3.32,2.65,0,0,0
23.2583,78.24594,85.4,79.8,3.92,30.03,0,1,1
22.66079,78.24264,61.8,91.4,1.82,31.78,2,0,0
22.09226,78.41395,20.7,63.7,1.0,1.03,1,0,1
21.43532,78.70587,23.9,81.3,0.45,0.15,1,0,0
23.5088,79.21996,115.7,41.3,6.26,1.76,1,1,0
21.56978,77.07928,35.5,79.9,1.09,50.0,1,0,1
23.2664,79.3002,5.4,57.9,5.86,1.98,1,0,0
21.75654,77.99302,18.9,74.6,2.47,6.98,0,0,0
21.50778,76.30823,166.6,66.3,2.69,18.87,3,0,0
21.85072,76.2342,100.0,89.8,3.17,0.21,2,1,0
21.20551,77.33695,15.4,56.9,2.29,9.28,2,0,0
22.99044,79.13959,57.5,79.4,0.53,3.24,1,0,0
22.01088,78.83072,95.8,65.8,1.85,19.83,0,0,0
20.92885,79.15446,9.2,67.6,5.45,3.33,2,1,0
23.5983,78.06908,103.2,67.2,5.48,11.61,2,0,0
21.53556,77.7608,69.1,57.3,1.69,11.22,2,0,0
22.17421,76.58981,26.6,69.8,3.08,2.5,3,0,0
23.62589,77.31277,77.2,69.1,1.07,0.35,3,0,0
22.49695,77.73608,62.5,73.6,1.18,5.26,1,1,0
20.46759,76.3544,65.6,71.3,0.12,3.41,0,1,0
23.75933,76.88245,56.0,82.0,11.35,16.55,0,0,0
22.51083,78.3929,23.1,83.9,1.18,16.11,4,0,0
21.33962,78.94265,27.2,54.2,1.29,6.11,2,1,0
20.55709,79.99339,41.3,83.0,1.64,9.33,2,0,0
23.1761,79.73245,51.8,52.2,0.68,9.27,2,0,0
22.48029,78.57026,80.5,78.8,5.1,17.55,1,0,1
22.13384,77.68499,169.2,79.3,0.39,5.53,0,0,0
23.57557,78.54471,59.5,41.3,0.72,3.22,4,0,1
23.15439,79.14261,79.5,71.4,5.17,3.08,3,1,0
20.6067,76.47334,92.5,63.0,2.08,7.68,4,1,1
21.24689,77.63962,83.5,58.6,6.15,5.96,2,0,0
20.99396,79.35921,22.2,90.3,4.08,5.8,2,0,0
22.97579,77.53533,123.0,60.2,1.48,0.96,1,0,0
20.13413,78.28749,110.4,57.9,5.26,12.68,2,0,0
22.27956,78.35108,55.4,71.1,0.62,2.4,1,0,0
23.04983,76.73791,23.5,80.3,3.84,2.19,4,0,0
23.50706,77.44894,51.2,67.9,2.87,5.32,2,1,1
21.36833,77.33805,10.6,87.5,1.56,2.58,4,1,0
23.28503,76.10479,133.8,78.0,4.63,8.77,1,0,0
20.44253,76.09677,29.4,37.3,10.25,4.64,1,0,0
23.38581,79.32679,39.7,62.1,30.0,5.96,0,0,0
20.50995,77.09228,127.5,61.6,4.68,7.7,0,1,0
21.58915,78.07232,117.6,77.2,2.59,2.28,0,0,0
23.18918,77.1949,64.3,30.6,1.28,1.69,3,0,0
20.59967,79.76272,147.1,100.0,1.49,21.24,2,0,1
20.91701,77.03719,21.6,78.0,3.26,5.69,2,1,0
22.88901,77.71863,64.3,72.2,2.29,5.31,2,1,1
22.88015,79.49092,21.8,87.7,12.26,0.36,0,0,0
22.56459,79.36773,105.9,100.0,2.3,6.89,0,1,1
22.77579,76.74441,103.4,83.1,2.34,8.08,1,0,0
22.1709,79.21057,153.9,84.2,2.42,8.18,1,0,0
21.0072,77.83275,50.0,72.0,9.06,12.28,2,1,0
21.38278,77.93188,182.1,67.9,5.26,1.95,1,1,0
20.72639,76.53392,20.1,62.9,4.76,2.91,1,0,0
23.6338,76.32241,47.9,57.6,2.03,16.65,0,0,0
22.33357,78.91176,20.8,59.7,8.52,29.41,3,1,0
21.60341,77.98584,58.0,49.7,0.2,1.46,2,1,0
21.84802,77.7474,22.5,68.9,10.23,6.88,3,1,0
23.78913,78.91803,106.1,44.7,3.59,2.41,2,0,0
20.61341,79.06205,70.8,72.9,2.54,0.62,1,1,0
22.34492,76.63563,18.5,69.5,3.44,3.94,1,1,1
22.02355,78.4409,89.8,72.2,5.5,1.55,3,0,0
22.44582,76.54142,140.3,62.2,0.06,12.38,3,1,1
20.07244,79.0055,75.7,100.0,10.26,7.63,0,0,0
23.4885,78.62782,13.6,90.4,2.96,1.55,2,0,0
23.72847,79.82646,44.4,51.3,2.1,0.1,2,0,0
22.26053,76.27583,82.6,73.5,0.74,16.51,0,0,1
22.7866,76.22822,41.2,60.9,2.89,1.94,2,0,0
23.69,77.12875,19.9,54.8,3.43,9.32,3,1,0
22.82895,77.04682,114.4,49.9,2.58,4.11,1,0,0
20.61016,76.98792,39.8,76.5,5.68,8.81,2,0,0
22.30515,79.62502,140.4,59.8,2.73,3.79,3,1,0
22.42686,76.99818,32.5,84.5,16.27,0.91,2,0,0
21.69652,77.0878,37.9,84.9,4.57,2.52,1,0,0
22.94578,79.03759,30.3,90.6,8.24,2.08,1,0,0
23.73747,77.79896,43.9,57.2,0.58,5.59,2,0,0
23.70227,79.10684,69.9,77.1,2.53,10.74,3,0,0
21.80336,76.26146,20.8,79.5,2.05,3.06,1,1,1
20.45295,77.95028,17.3,62.9,4.21,0.12,2,0,0
23.93936,76.13445,9.0,58.4,9.87,7.32,2,1,0
23.35559,76.25061,7.7,94.1,0.41,9.31,2,0,1
20.49865,79.62575,13.7,73.4,0.38,32.93,3,0,1
23.68337,76.55698,32.3,79.5,9.5,8.9,2,0,1
23.47959,78.12968,57.2,57.7,1.2,6.37,2,1,1
22.07535,77.64438,67.2,51.7,5.52,8.52,1,0,0
22.3651,77.38937,55.2,61.5,3.91,26.3,0,0,0
21.59601,79.59933,129.9,68.1,8.95,17.62,0,0,0
20.21905,76.08729,157.7,54.0,0.67,3.9,1,0,0
21.34079,78.65516,39.9,69.9,0.7,2.71,5,0,1
23.21141,79.85358,21.2,44.7,4.07,3.05,3,0,0
20.01853,78.24067,189.5,53.2,14.63,7.02,4,0,0
21.334,79.74729,111.7,80.1,2.68,13.63,1,1,1
21.59267,76.20903,106.2,79.1,1.98,7.0,1,0,0
22.14958,77.67517,31.2,64.1,4.67,0.7,2,0,0
23.67942,77.04063,91.3,54.7,13.33,12.86,0,0,0
21.38538,78.92328,55.6,54.6,9.07,16.4,1,0,0
21.38781,79.92519,47.2,64.4,27.0,3.42,1,1,0
22.95,77.02612,47.1,79.7,0.11,10.91,1,0,1
21.80887,78.6167,72.2,83.9,0.6,5.56,1,0,1
20.89842,76.79239,132.7,62.6,4.7,21.99,2,1,1
21.80976,78.26132,199.7,52.7,8.59,18.66,3,0,0
20.56343,77.85573,35.9,74.0,1.68,7.45,0,0,1
20.70555,79.88802,58.0,57.6,1.37,11.76,1,0,0
21.99347,78.43411,46.3,62.2,7.73,21.49,2,1,0
21.6757,77.39803,68.9,89.9,0.29,6.85,1,1,1
23.65938,76.45638,41.9,82.4,2.31,3.76,2,1,1
21.44958,76.60499,28.2,72.4,3.52,14.01,1,0,0
22.32235,76.90127,36.0,50.9,4.11,2.49,3,1,0
22.52906,77.00387,31.6,73.2,6.52,4.92,3,0,0
20.05238,79.40246,44.5,85.9,2.19,20.08,2,0,1
22.65415,78.24489,14.8,64.4,4.74,12.89,0,1,0
20.71214,78.09356,32.1,90.3,4.4,5.17,1,0,1
23.84428,76.45908,68.4,89.4,3.97,2.42,3,0,0
20.59465,79.44056,68.0,95.0,5.11,4.4,1,0,0
21.6585,78.89126,60.4,74.6,1.5,3.34,1,0,0
20.3414,76.27067,125.1,78.8,0.44,1.94,1,1,0
23.9875,78.83134,70.3,91.2,0.64,13.6,2,0,1
22.00878,78.17415,122.4,76.7,1.27,2.9,2,0,0
22.38154,76.3269,199.8,62.5,3.47,6.05,3,0,1
20.26831,77.8332,92.9,63.3,9.18,4.88,1,1,0
22.99984,77.93879,14.9,73.6,6.04,40.22,2,1,0
20.83962,76.6631,62.2,50.6,7.78,4.96,1,0,1
23.59222,79.78279,55.7,67.9,2.16,0.83,2,1,0
20.82056,79.3999,140.2,86.4,2.59,0.94,2,1,0
20.76275,78.67609,45.8,37.1,2.5,8.93,2,0,0
20.1462,77.84918,24.9,93.0,1.07,9.15,0,0,0
21.88827,77.64706,33.7,86.8,0.32,5.43,1,0,1
22.25936,78.60389,15.4,63.1,4.47,5.65,0,1,0
20.26283,78.18173,179.1,78.2,22.65,0.55,1,0,0
23.10211,76.24909,50.7,70.0,0.91,7.27,3,0,1
21.81316,78.05001,17.0,88.4,0.24,7.03,2,0,0
22.09756,79.22561,148.6,84.7,7.56,1.62,1,1,0
21.76305,77.83696,165.4,49.0,1.46,1.1,2,0,0
21.60305,76.20783,57.1,78.8,8.85,1.32,2,1,0
22.23856,79.14511,14.0,66.9,6.09,1.07,2,1,0
20.62096,76.80546,34.4,71.2,14.56,9.41,0,0,0
20.72771,77.03448,42.0,59.1,2.63,2.19,1,0,0
23.44714,76.65883,52.1,96.2,5.42,2.9,1,0,0
23.78446,77.32086,19.1,85.6,3.13,1.91,1,1,0
